day,lpobs,mu,low,high
392,-13.636928002385174,-13.300626046455516,-13.491211072486381,-13.095273985867674
393,-12.757047834149894,-12.835355426765272,-13.009176674161928,-12.658928823492808
394,-12.345578395670614,-12.53330972453545,-12.6766992913303,-12.37806069996193
395,-13.087796362978109,-12.791530268180837,-12.995521782085161,-12.575100999283261
396,-12.030131358127171,-12.212282440853711,-12.370135100228394,-12.058226947170594
397,-12.493448421077847,-12.486950600060721,-12.650420744198367,-12.306241827802083
398,-12.72722053817253,-12.613537924355162,-12.755883039189607,-12.472343178558564
399,-12.045995918592325,-12.11053057591491,-12.233793480859902,-11.978172842133484
400,-11.827226429432846,-11.906407591887435,-12.028470501536557,-11.7760104104415
401,-12.38571492181106,-12.251499649897312,-12.411812860360893,-12.07915986517769
402,-11.889455614802221,-11.900141166836992,-12.047790083026285,-11.742404121597277
403,-10.608300794212235,-11.181010834877352,-11.425316282813341,-10.90965245777071
404,-12.643570838594536,-12.568421714665384,-12.728531629589954,-12.405223313930382
405,-12.2383874389706,-12.268947577116347,-12.376721522509351,-12.149887045424897
406,-12.010158855579542,-12.071305272700464,-12.184435317100764,-11.958764896989353
407,-12.360261820857072,-12.282140980751942,-12.439693243553045,-12.123770647506948
408,-11.657145348918345,-11.719630334553445,-11.844274619692897,-11.588170416294231
409,-11.357745422197336,-11.466213556408686,-11.57643622642606,-11.351833118155774
410,-12.123946287081825,-12.129038971282503,-12.251505899500398,-12.003065994927656
411,-12.093981090957572,-12.156636378551486,-12.276504974371667,-12.034677348408394
412,-12.644824227303427,-12.62054378201421,-12.767435267152482,-12.477530549893261
413,-12.82648948444923,-12.758005136252129,-12.924075473253986,-12.599056209511833
414,-11.320812051310895,-11.38275874759897,-11.471176709638982,-11.287217771600632
415,-11.272198289655226,-11.29810873030979,-11.395580183463688,-11.187811093946733
416,-11.326759475172947,-11.327873280526875,-11.42459581411482,-11.230902120286713
417,-11.258551838300445,-11.282747775448575,-11.361867593547698,-11.191938736920656
418,-13.350034862138395,-13.038437372500882,-13.17028353257897,-12.890332108591833
419,-12.516707223489606,-12.625468538775605,-12.76400795843368,-12.483287783131331
